"Title","Company","Location","Created","Category","URL","Latitude","Longitude"
"Senior Lead","HCL Technologies","Bangalore, Karnataka","2025-07-06T20:58:23Z","Engineering Jobs","https://www.adzuna.in/details/5289151399?utm_medium=api&utm_source=c8890522","12.95703","77.59837"
"Senior Technical Architect","HCL Technologies","Bangalore, Karnataka","2025-07-06T20:57:40Z","Engineering Jobs","https://www.adzuna.in/details/5289150640?utm_medium=api&utm_source=c8890522","12.95703","77.59837"
"Senior Designer","HCL Technologies","Bangalore, Karnataka","2025-07-06T21:00:45Z","Engineering Jobs","https://www.adzuna.in/details/5289154409?utm_medium=api&utm_source=c8890522","12.95703","77.59837"
"Senior Designer","HCL Technologies","Bangalore, Karnataka","2025-07-06T21:03:08Z","Engineering Jobs","https://www.adzuna.in/details/5289156013?utm_medium=api&utm_source=c8890522","12.95703","77.59837"
"Sr. Electronic Engineer.","SmartLevo Innovation","India","2025-06-06T20:46:16Z","Engineering Jobs","https://www.adzuna.in/details/5236370688?utm_medium=api&utm_source=c8890522","22.3511148","78.6677428"
"Senior Designer","HCL Technologies","Bangalore, Karnataka","2025-07-06T20:57:21Z","Engineering Jobs","https://www.adzuna.in/details/5289150311?utm_medium=api&utm_source=c8890522","12.95703","77.59837"
"Printed Circuit Board Design Engineer","Azista BST Aerospace","Ahmedabad, Gujarat","2025-07-07T09:12:54Z","Engineering Jobs","https://www.adzuna.in/details/5289682856?utm_medium=api&utm_source=c8890522","23.042","72.59465"
"Senior Designer","HCL Technologies","Chennai, Tamil Nadu","2025-07-06T21:06:42Z","Creative & Design Jobs","https://www.adzuna.in/details/5289157848?utm_medium=api&utm_source=c8890522","13.06041","80.24963"
"Senior Designer II","HCL Technologies","Bangalore, Karnataka","2025-07-06T20:59:45Z","Creative & Design Jobs","https://www.adzuna.in/details/5289152862?utm_medium=api&utm_source=c8890522","12.95703","77.59837"
"Designer","HCL Technologies","Chennai, Tamil Nadu","2025-07-06T21:03:58Z","Creative & Design Jobs","https://www.adzuna.in/details/5289156464?utm_medium=api&utm_source=c8890522","13.06041","80.24963"
"Embedded Engineer","7Semi","Navi Mumbai, Maharashtra","2025-07-14T09:35:21Z","Engineering Jobs","https://www.adzuna.in/details/5301587707?utm_medium=api&utm_source=c8890522","19.02","73.02"
"PCB ECAD Library Manager","HCLTech","India","2025-07-14T06:39:10Z","IT Jobs","https://www.adzuna.in/details/5301489466?utm_medium=api&utm_source=c8890522","22.3511148","78.6677428"
"Engineering Change (EC) Engineer - Electrical","Applied Materials","Bangalore, Karnataka","2025-06-27T23:42:09Z","Engineering Jobs","https://www.adzuna.in/land/ad/5271846082?se=niOxyYVk8BGhwN6tA21z6g&utm_medium=api&utm_source=c8890522&v=30F3245DE4092EF1FD16CF6322DCA0DD78DFBD3E","12.95703","77.59837"
"PCB Layout Engineer - DCS","Schneider Electric","India","2025-07-12T02:29:41Z","Engineering Jobs","https://www.adzuna.in/details/5298580294?utm_medium=api&utm_source=c8890522","22.3511148","78.6677428"
"PCB Layout - Mistral Solutions- Bangalore","Talent Software","Bangalore, Karnataka","2025-06-06T18:42:46Z","IT Jobs","https://www.adzuna.in/details/5236258460?utm_medium=api&utm_source=c8890522","12.9767936","77.5900820"
"R & D in Electronics Engineer","Achievers Enterprise","Ahmedabad, Gujarat","2025-06-06T20:42:54Z","Engineering Jobs","https://www.adzuna.in/details/5236363595?utm_medium=api&utm_source=c8890522","23.042","72.59465"
"Senior Hardware Engineer","Selligence Solutions","Bangalore, Karnataka","2025-06-06T20:52:02Z","Engineering Jobs","https://www.adzuna.in/details/5236378632?utm_medium=api&utm_source=c8890522","12.95703","77.59837"
"Electronics Product Development Engineer (Robotics & Educational Toys)","LearningBIX","Jaipur, Rajasthan","2025-07-14T09:35:23Z","Engineering Jobs","https://www.adzuna.in/details/5301588006?utm_medium=api&utm_source=c8890522","26.7441","75.9469"
"IoT Embedded Engineer","Stackfusion Private Limited","Pune, Maharashtra","2025-06-06T20:45:48Z","Engineering Jobs","https://www.adzuna.in/details/5236368203?utm_medium=api&utm_source=c8890522","18.5062","73.84735"
"Printed Circuit Board Designer","Multispan Control Instruments Pvt Ltd","Ahmedabad, Gujarat","2025-07-14T09:35:27Z","Engineering Jobs","https://www.adzuna.in/details/5301588804?utm_medium=api&utm_source=c8890522","23.042","72.59465"
"Electronic System Design and Manufacturing Trainer","Elios Management Consulting Pvt. Ltd.","Delhi, India","2025-01-08T01:45:39Z","Engineering Jobs","https://www.adzuna.in/details/5001198982?utm_medium=api&utm_source=c8890522","28.62523","77.224601"
"Electronic System Design and Manufacturing Trainer","Elios Management Consulting","Delhi, India","2025-07-03T20:40:31Z","Engineering Jobs","https://www.adzuna.in/details/5281929221?utm_medium=api&utm_source=c8890522","28.62523","77.224601"
"Electronic System Design and Manufacturing Trainer","Elios Management Consulting Pvt. Ltd.","Delhi, India","2025-07-06T21:41:23Z","Engineering Jobs","https://www.adzuna.in/details/5289170505?utm_medium=api&utm_source=c8890522","28.62523","77.224601"
"Robotics Intern - Embedded Controls","10x","India","2025-07-18T19:47:41Z","Engineering Jobs","https://www.adzuna.in/details/5309896780?utm_medium=api&utm_source=c8890522","22.3511148","78.6677428"
"Automotive embedded hardware designer","Vimerse Infotech inc","Bangalore, Karnataka","2025-06-06T20:45:47Z","Engineering Jobs","https://www.adzuna.in/details/5236368156?utm_medium=api&utm_source=c8890522","12.9767936","77.5900820"
"Hardware Designer","Akkodis","Bangalore, Karnataka","2025-07-14T09:35:22Z","Engineering Jobs","https://www.adzuna.in/details/5301587988?utm_medium=api&utm_source=c8890522","12.9767936","77.5900820"
